Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross,USD_Worldwide_Gross
5124,04/09/2010,Valley of the Hearts Delight,"$2,500,000","$118,666","$118,666"
5125,10/31/2008,The Other End of the Line,"$2,500,000","$115,504","$507,446"
5126,06/18/2010,8: The Mormon Proposition,"$2,500,000","$100,280","$100,280"
5127,04/17/2009,Sleep Dealer,"$2,500,000","$80,136","$108,907"
5128,08/24/2007,Eye of the Dolphin,"$2,500,000","$72,210","$72,260"
5129,08/16/2013,Underdogs,"$2,500,000","$35,017","$1,392,649"
5130,09/08/2000,Anatomie,"$2,500,000","$9,598","$9,598"
5131,12/31/2009,The Calling,"$2,500,000",$0,$0
5132,06/21/2013,Alien Uprising,"$2,500,000",$0,$0
5133,12/31/2010,Christmas Mail,"$2,500,000",$0,$0
5134,07/03/2015,Stung,"$2,500,000",$0,$0
5135,09/01/2017,Sky Sharks,"$2,500,000",$0,$0
5136,10/13/2015,8 Days,"$2,500,000",$0,$0
5137,09/02/2016,Antibirth,"$2,500,000",$0,$0
5138,02/02/2016,The Rise of the Krays,"$2,500,000",$0,$0
5139,05/09/2020,Not Safe For Work,"$2,500,000",$0,$0
5140,05/13/2011,Go For It!,"$2,450,000","$180,237","$182,358"
5141,10/16/1996,Get on the Bus,"$2,400,000","$5,691,854","$5,691,854"
5142,01/05/2007,Thr3e,"$2,400,000","$1,008,849","$1,420,418"
5143,09/01/2006,Idiocracy,"$2,400,000","$444,093","$500,296"
5144,12/31/2009,Nikté,"$2,400,000",$0,"$1,333,891"
5145,10/12/2018,The Kindergarten Teacher,"$2,400,000",$0,"$552,188"
5146,11/14/2014,Always Woodstock,"$2,400,000",$0,$0
5147,07/25/2007,This is England,"$2,380,000","$327,919","$8,739,576"
5148,06/27/1944,Bathing Beauty,"$2,361,000","$3,500,000","$3,500,000"
5149,03/20/2015,Do You Believe?,"$2,300,000","$12,985,600","$14,628,921"
5150,07/17/1951,Show Boat,"$2,300,000","$11,000,000","$11,000,000"
5151,05/01/1998,"Dancer, Texas Pop. 81","$2,300,000","$574,838","$574,838"
5152,09/05/2014,Frontera,"$2,300,000","$59,696","$59,696"
5153,08/26/2011,Redemption Road,"$2,300,000","$29,384","$29,384"
5154,02/24/1989,The Toxic Avenger Part II,"$2,300,000",$0,$0
5155,01/19/2016,Eden,"$2,300,000",$0,$0
5156,06/19/1987,The Brave Little Toaster,"$2,300,000",$0,$0
5157,02/09/1940,Pinocchio,"$2,289,247","$84,300,000","$84,300,000"
5158,11/13/1940,Fantasia,"$2,280,000","$83,320,000","$83,320,832"
5159,08/13/1982,Friday the 13th Part 3,"$2,250,000","$36,690,067","$36,690,067"
5160,10/09/1971,The French Connection,"$2,200,000","$41,158,757","$41,158,917"
5161,03/22/1985,Friday the 13th Part V: A New Beginning,"$2,200,000","$21,930,418","$21,930,418"
5162,02/09/2007,The Last Sin Eater,"$2,200,000","$388,390","$388,390"
5163,12/31/2009,Louise-Michel,"$2,200,000",$0,"$5,482,242"
5164,12/31/2008,Impact Point,"$2,200,000",$0,$0
5165,05/03/1945,The Valley of Decision,"$2,160,000","$9,132,000","$9,132,000"
5166,12/31/2005,Chicken Tikka Masala,"$2,160,000",$0,"$37,865"
5167,10/07/2008,Jack Brooks: Monster Slayer,"$2,150,000",$0,$0
5168,11/21/1946,The Best Years of Our Lives,"$2,100,000","$23,600,000","$23,600,000"
5169,07/13/2001,Bully,"$2,100,000","$881,824","$1,381,824"
5170,05/29/2002,Elling,"$2,100,000","$313,436","$399,037"
5171,10/16/2016,Mi America,"$2,100,000","$3,330","$3,330"
5172,11/23/2007,[Rec],"$2,100,000",$0,"$23,266,821"
5173,12/31/2012,Infected,"$2,100,000",$0,$0
5174,12/31/2010,Lies in Plain Sight,"$2,100,000",$0,$0
5175,10/06/2015,The Timber,"$2,100,000",$0,$0
5176,01/19/2016,Sharkskin,"$2,100,000",$0,$0
5177,10/25/2002,Jackass: The Movie,"$2,000,000","$64,282,312","$79,282,312"
5178,09/30/2011,Courageous,"$2,000,000","$34,522,221","$35,185,884"
5179,04/08/1964,From Russia With Love,"$2,000,000","$24,800,000","$78,900,000"
5180,12/24/1981,Mad Max 2: The Road Warrior,"$2,000,000","$24,600,832","$24,601,294"
5181,08/15/1946,Notorious,"$2,000,000","$24,464,742","$24,492,698"
5182,08/02/1967,In the Heat of the Night,"$2,000,000","$24,379,978","$24,407,647"
5183,12/17/1973,Sleeper,"$2,000,000","$18,344,729","$18,344,729"
5184,08/11/1972,Everything You Always Wanted to Know,"$2,000,000","$18,016,290","$18,016,290"
5185,02/06/2015,It Follows,"$2,000,000","$14,674,077","$23,236,296"
5186,07/13/2018,Eighth Grade,"$2,000,000","$13,539,710","$14,348,020"
5187,12/25/1962,To Kill A Mockingbird,"$2,000,000","$13,129,846","$13,129,846"
5188,03/09/2012,Silent House,"$2,000,000","$12,739,737","$16,610,760"
5189,10/08/1999,Boys Don't Cry,"$2,000,000","$11,540,607","$20,741,000"
5190,02/09/2007,Das Leben der Anderen,"$2,000,000","$11,284,657","$81,197,047"
5191,04/07/2016,Hardcore Henry,"$2,000,000","$9,252,038","$17,187,434"
5192,06/13/1962,Lolita,"$2,000,000","$9,250,000","$9,250,000"
5193,08/30/1940,Boom Town,"$2,000,000","$9,172,000","$9,172,000"
5194,11/11/1947,Gentleman's Agreement,"$2,000,000","$7,800,000","$7,800,000"
5195,09/25/1961,The Hustler,"$2,000,000","$7,600,000","$7,600,000"
5196,12/31/1986,Witchboard,"$2,000,000","$7,369,373","$7,369,373"
5197,11/26/2003,Les Triplettes de Belleville,"$2,000,000","$7,301,288","$17,400,005"
5198,06/26/1998,Smoke Signals,"$2,000,000","$6,719,300","$7,756,617"
5199,06/11/2010,Winter\'s Bone,"$2,000,000","$6,531,503","$16,131,551"
5200,10/10/2014,Meet the Mormons,"$2,000,000","$6,047,363","$6,049,171"
5201,08/15/2003,American Splendor,"$2,000,000","$6,003,587","$8,685,632"
5202,10/06/2017,The Florida Project,"$2,000,000","$5,904,366","$11,295,324"
5203,08/23/2017,All Saints,"$2,000,000","$5,802,208","$5,948,780"
5204,07/02/2004,Before Sunset,"$2,000,000","$5,792,822","$11,217,346"
5205,03/30/2001,Amores Perros,"$2,000,000","$5,383,834","$20,883,834"
5206,12/20/2012,The Company You Keep,"$2,000,000","$5,132,442","$21,087,760"
5207,08/20/2003,Thirteen,"$2,000,000","$4,601,043","$9,505,996"
5208,12/12/2003,Touching the Void,"$2,000,000","$4,593,598","$15,396,525"
5209,10/08/2010,Inside Job,"$2,000,000","$4,311,834","$7,799,257"
5210,05/24/1938,Alexander's Ragtime Band,"$2,000,000","$4,000,000","$4,000,000"
5211,06/17/2005,Me and You and Everyone We Know,"$2,000,000","$3,885,134","$9,615,464"
5212,08/26/2015,We Are Your Friends,"$2,000,000","$3,591,417","$10,153,415"
5213,11/10/2006,Harsh Times,"$2,000,000","$3,337,931","$6,225,304"
5214,03/03/2000,Ghost Dog: The Way of the Samurai,"$2,000,000","$3,330,230","$10,672,492"
5215,12/11/2020,Minari,"$2,000,000","$2,964,816","$15,000,235"
5216,09/17/2015,Captive,"$2,000,000","$2,583,301","$2,791,973"
5217,08/02/2002,Full Frontal,"$2,000,000","$2,512,846","$3,438,804"
5218,06/08/2018,Hearts Beat Loud,"$2,000,000","$2,386,254","$2,469,510"
5219,01/20/2017,The Resurrection of Gavin Stone,"$2,000,000","$2,303,792","$2,303,792"
5220,12/25/2008,Waltz with Bashir,"$2,000,000","$2,283,849","$13,912,289"
5221,06/28/2006,Strangers with Candy,"$2,000,000","$2,072,645","$2,077,844"
5222,03/01/1992,Night on Earth,"$2,000,000","$2,015,000","$2,022,893"
5223,01/29/1993,Nemesis,"$2,000,000","$2,001,124","$2,001,124"
5224,10/04/2006,Shortbus,"$2,000,000","$1,985,292","$1,985,292"
5225,05/02/2008,Son of Rambow: A Home Movie,"$2,000,000","$1,785,505","$11,263,263"
5226,09/12/2003,"The Book of Mormon Movie, Volume 1: The Journey","$2,000,000","$1,660,865","$1,660,865"
5227,05/12/2000,Hamlet,"$2,000,000","$1,577,287","$2,419,669"
5228,08/07/2015,The Diary of a Teenage Girl,"$2,000,000","$1,477,002","$2,279,959"
5229,07/27/2007,No End In Sight,"$2,000,000","$1,433,319","$1,433,319"
5230,04/25/2014,Locke,"$2,000,000","$1,370,646","$2,088,390"
5231,04/30/1999,Get Real,"$2,000,000","$1,152,411","$1,152,411"
5232,09/07/2007,In the Shadow of the Moon,"$2,000,000","$1,134,358","$2,175,587"
5233,04/08/2011,Meek's Cutoff,"$2,000,000","$977,772","$1,869,928"
5234,05/23/2014,The Babadook,"$2,000,000","$950,792","$7,482,387"
5235,03/23/2007,Sharkwater,"$2,000,000","$850,920","$1,720,833"
5236,02/11/2005,Inside Deep Throat,"$2,000,000","$691,880","$691,880"
5237,09/28/2001,Dinner Rush,"$2,000,000","$638,227","$1,075,504"
5238,09/24/2010,The Virginity Hit,"$2,000,000","$636,706","$636,706"
5239,05/15/1998,Clockwatchers,"$2,000,000","$537,948","$539,961"
5240,08/23/2019,Monos,"$2,000,000","$406,473","$2,014,409"
5241,11/06/1985,Subway,"$2,000,000","$390,659","$1,663,296"
5242,04/15/2005,House of D,"$2,000,000","$388,532","$466,106"
5243,01/18/2008,Teeth,"$2,000,000","$347,578","$2,350,641"
5244,07/26/1996,Stonewall,"$2,000,000","$304,602","$304,602"
5245,09/08/2006,Sherrybaby,"$2,000,000","$199,176","$759,504"
5246,02/13/2015,The Last Five Years,"$2,000,000","$147,299","$205,298"
5247,09/18/1998,Six-String Samurai,"$2,000,000","$134,624","$134,624"
5248,05/26/2000,Hum to Mohabbt Karega,"$2,000,000","$121,807","$121,807"
5249,04/15/2005,It's All Gone Pete Tong,"$2,000,000","$120,620","$2,226,603"
5250,01/29/2010,Saint John of Las Vegas,"$2,000,000","$102,645","$102,645"
5251,04/15/1998,24 7: Twenty Four Seven,"$2,000,000","$72,544","$72,544"
5252,09/19/2014,Pump,"$2,000,000","$72,277","$72,277"
5253,10/24/2008,Roadside Romeo,"$2,000,000","$55,202","$2,046,090"
5254,05/04/2001,Eureka,"$2,000,000","$49,388","$76,654"
5255,04/07/2015,Lost River,"$2,000,000","$45,431","$2,009,644"
5256,07/18/2003,This Thing of Ours,"$2,000,000","$37,227","$37,227"
5257,06/26/2015,Knock Knock,"$2,000,000","$36,336","$6,328,516"
5258,02/03/2017,Growing up Smith,"$2,000,000","$35,312","$35,312"
5259,03/20/2009,Super Capers,"$2,000,000","$30,955","$30,955"
5260,10/19/2012,The First Time,"$2,000,000","$22,836","$22,836"
5261,12/31/1993,Return of the Living Dead 3,"$2,000,000","$21,000","$21,000"
5262,11/20/2009,The Missing Person,"$2,000,000","$17,896","$17,896"
5263,02/10/2006,London,"$2,000,000","$12,667","$12,667"
5264,08/27/2010,Circle,"$2,000,000","$10,024","$10,024"
5265,10/31/2008,Eden Lake,"$2,000,000","$7,321","$4,294,373"
5266,06/11/2010,Jerusalema,"$2,000,000","$7,294","$10,679"
5267,06/23/2006,Say Uncle,"$2,000,000","$5,361","$5,361"
5268,09/13/2013,Plush,"$2,000,000","$3,080","$28,864"
5269,10/26/2012,The Ghastly Love of Johnny X,"$2,000,000","$2,436","$2,436"
5270,12/29/2009,Lesbian Vampire Killers,"$2,000,000",$0,"$3,620,902"
5271,09/09/2011,Grave Encounters,"$2,000,000",$0,"$2,151,887"
5272,10/23/2015,Bone Tomahawk,"$2,000,000",$0,"$475,846"
5273,12/10/2004,Freeze Frame,"$2,000,000",$0,"$105,377"
5274,10/26/2012,Stitches,"$2,000,000",$0,"$63,555"
5275,12/11/2015,"To Be Frank, Sinatra at 100","$2,000,000",$0,$926
5276,04/28/1971,Bananas,"$2,000,000",$0,$0
5277,12/31/2009,Nine Dead,"$2,000,000",$0,$0
5278,10/14/2008,No Man's Land: The Rise of Reeker,"$2,000,000",$0,$0
5279,07/07/2007,Rockaway,"$2,000,000",$0,$0
5280,08/12/1927,Wings,"$2,000,000",$0,$0
5281,12/24/1947,The Lady from Shanghai,"$2,000,000",$0,$0
5282,03/19/2013,Straight A's,"$2,000,000",$0,$0
5283,03/30/2012,The Legend of Hell’s Gate: An American Conspira…,"$2,000,000",$0,$0
5284,12/31/2012,Highway,"$2,000,000",$0,$0
5285,02/08/2013,Small Apartments,"$2,000,000",$0,$0
5286,07/09/2013,Coffee Town,"$2,000,000",$0,$0
5287,12/31/2015,Lucky Dog,"$2,000,000",$0,$0
5288,12/31/2001,Pendulum,"$2,000,000",$0,$0
5289,10/16/1966,A Funny Thing Happened on the Way to the Forum,"$2,000,000",$0,$0
5290,09/23/2008,Slacker Uprising,"$2,000,000",$0,$0
5291,03/20/2015,The Walking Deceased,"$2,000,000",$0,$0
5292,12/31/2011,True Bromance,"$2,000,000",$0,$0
5293,08/21/2015,The Curse of Downers Grove,"$2,000,000",$0,$0
5294,10/16/2015,Wind Walkers,"$2,000,000",$0,$0
5295,07/05/2016,The Dog Lover,"$2,000,000",$0,$0
5296,12/01/2015,Shark Lake,"$2,000,000",$0,$0
5297,11/04/2016,Stagecoach: The Texas Jack Story,"$2,000,000",$0,$0
5298,02/08/2019,High Flying Bird,"$2,000,000",$0,$0
5299,05/30/2006,Miracle at Sage Creek,"$2,000,000",$0,$0
5300,07/15/2016,Rebirth,"$2,000,000",$0,$0
5301,09/24/2010,Buried,"$1,987,650","$1,044,143","$21,270,290"
5302,04/21/2015,The Marine 4,"$1,950,000",$0,$0
5303,02/08/1976,Taxi Driver,"$1,900,000","$28,262,574","$28,317,378"
5304,05/08/1987,River's Edge,"$1,900,000","$4,600,000","$4,600,000"
5305,07/25/2008,Man on Wire,"$1,900,000","$2,962,242","$5,617,067"
5306,10/08/2010,Nowhere Boy,"$1,900,000","$1,445,366","$7,785,229"
5307,07/11/2003,Northfork,"$1,900,000","$1,420,578","$1,445,140"
5308,04/24/2015,Brotherly Love,"$1,900,000","$478,595","$478,595"
5309,06/03/2011,Submarine,"$1,900,000","$467,602","$4,581,937"
5310,04/09/2010,The Square,"$1,900,000","$406,216","$740,932"
5311,02/08/2013,ABCD (Any Body Can Dance),"$1,900,000","$222,098","$10,137,234"
5312,06/29/2007,Chacun sa nuit,"$1,900,000","$18,435","$139,317"
5313,07/26/2013,Stranded,"$1,900,000",$0,"$285,593"
5314,08/14/2015,Vaalu,"$1,900,000",$0,"$12,444"
5315,08/27/2010,The Last Exorcism,"$1,800,000","$41,034,350","$70,165,900"
5316,11/16/1976,Carrie,"$1,800,000","$25,878,153","$25,886,530"
5317,11/09/1984,A Nightmare on Elm Street,"$1,800,000","$25,504,513","$25,504,513"
5318,06/27/2012,Beasts of the Southern Wild,"$1,800,000","$12,795,746","$23,265,132"
5319,01/29/1964,Dr. Strangelove,"$1,800,000","$9,164,370","$9,234,599"
5320,12/31/1973,Battle for the Planet of the Apes,"$1,800,000","$8,800,000","$8,800,000"
5321,09/18/1951,A Streetcar Named Desire,"$1,800,000","$8,000,000","$8,006,845"
5322,08/03/1968,Hang 'em High,"$1,800,000","$6,800,000","$6,800,000"
5323,11/15/2002,El crimen de padre Amaro,"$1,800,000","$5,719,000","$5,849,791"
5324,06/15/2001,Songcatcher,"$1,800,000","$3,050,934","$3,050,934"
5325,08/23/2011,Higher Ground,"$1,800,000","$841,056","$842,693"
5326,04/22/2011,POM Wonderful Presents: The Greatest Movie Ever…,"$1,800,000","$638,476","$783,733"
5327,01/07/2005,Travellers and Magicians,"$1,800,000","$506,793","$1,322,161"
5328,12/31/1993,Ed and his Dead Mother,"$1,800,000",$673,$673
5329,12/31/2009,Deadline,"$1,800,000",$0,$0
5330,03/13/2007,Sublime,"$1,800,000",$0,$0
5331,02/03/2012,Dysfunctional Friends,"$1,800,000",$0,$0
5332,12/31/2013,Independence Daysaster,"$1,800,000",$0,$0
5333,03/11/2014,Against the Wild,"$1,800,000",$0,$0
5334,10/20/2015,Beginner’s Guide to Sex,"$1,800,000",$0,$0
5335,01/31/2020,The Assistant,"$1,780,000","$1,100,310","$1,341,064"
5336,06/18/1999,Lola rennt,"$1,750,000","$7,267,324","$22,879,194"
5337,02/07/2003,May,"$1,750,000","$145,540","$634,803"
5338,10/08/2010,I Spit on Your Grave,"$1,750,000","$93,051","$1,278,471"
5339,04/23/2019,Living Dark: The Story of Ted the Caver,"$1,750,000",$0,$0
5340,11/23/2001,In the Bedroom,"$1,700,000","$35,930,604","$42,137,871"
5341,03/19/2008,La misma luna,"$1,700,000","$12,590,147","$23,271,741"
5342,06/30/1972,Conquest of the Planet of the Apes,"$1,700,000","$9,700,000","$9,700,000"
5343,02/28/2014,The Lunchbox,"$1,700,000","$4,231,500","$15,517,886"
5344,10/04/2013,Grace Unplugged,"$1,700,000","$2,507,159","$2,507,159"
5345,10/01/1999,"Happy, Texas","$1,700,000","$2,039,192","$2,891,228"
