Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross,USD_Worldwide_Gross
1626,04/22/2011,Water for Elephants,"$38,000,000","$58,709,717","$116,809,717"
1627,10/08/2010,Life as We Know It,"$38,000,000","$53,374,681","$105,887,837"
1628,12/29/1999,The Hurricane,"$38,000,000","$50,699,241","$73,956,241"
1629,09/05/2013,Riddick,"$38,000,000","$42,025,135","$94,763,758"
1630,03/23/2001,Heartbreakers,"$38,000,000","$40,334,024","$57,753,825"
1631,05/24/2002,Enough,"$38,000,000","$39,177,215","$50,970,660"
1632,01/14/2016,The 5th Wave,"$38,000,000","$34,912,982","$111,336,398"
1633,02/06/2009,Push,"$38,000,000","$31,811,527","$49,678,401"
1634,09/13/2013,Rush,"$38,000,000","$26,947,624","$98,230,839"
1635,05/18/2001,Angel Eyes,"$38,000,000","$24,044,532","$29,544,532"
1636,12/21/2001,Joe Somebody,"$38,000,000","$22,770,864","$24,515,990"
1637,11/03/2018,Overlord,"$38,000,000","$21,704,844","$39,178,189"
1638,08/28/2020,The War with Grandpa,"$38,000,000","$21,277,892","$40,200,510"
1639,03/10/2000,The Ninth Gate,"$38,000,000","$18,653,746","$58,394,308"
1640,10/20/2017,Only the Brave,"$38,000,000","$18,340,051","$24,555,177"
1641,09/27/1996,Extreme Measures,"$38,000,000","$17,378,193","$17,378,193"
1642,10/14/2011,The Thing,"$38,000,000","$16,999,934","$27,573,078"
1643,09/07/2001,Rock Star,"$38,000,000","$16,991,902","$19,317,765"
1644,12/25/2020,News of the World,"$38,000,000","$12,668,325","$12,668,325"
1645,08/09/2019,The Kitchen,"$38,000,000","$12,180,032","$15,779,653"
1646,02/02/1996,White Squall,"$38,000,000","$10,229,300","$10,229,300"
1647,10/10/2008,City of Ember,"$38,000,000","$7,873,007","$17,831,558"
1648,10/31/1997,Switchback,"$38,000,000","$6,504,442","$6,504,442"
1649,09/21/2018,The Sisters Brothers,"$38,000,000","$3,143,056","$14,636,067"
1650,11/30/2001,Texas Rangers,"$38,000,000","$623,374","$623,374"
1651,08/26/2008,Virgin Territory,"$38,000,000",$0,"$5,473,041"
1652,01/10/2019,The Upside,"$37,500,000","$108,235,497","$125,818,440"
1653,05/17/2012,What to Expect When You're Expecting,"$37,500,000","$41,152,203","$88,473,016"
1654,09/14/2012,The Master,"$37,500,000","$16,247,159","$50,879,131"
1655,10/10/2008,The Express,"$37,500,000","$9,793,406","$9,813,309"
1656,11/21/2008,Twilight,"$37,000,000","$192,769,854","$402,280,159"
1657,08/07/2013,We’re the Millers,"$37,000,000","$150,394,119","$267,816,276"
1658,11/25/2015,Creed,"$37,000,000","$109,767,581","$173,567,581"
1659,09/17/2010,The Town,"$37,000,000","$92,186,262","$152,566,881"
1660,09/23/2011,Dolphin Tale,"$37,000,000","$72,286,779","$96,068,724"
1661,02/23/2018,Game Night,"$37,000,000","$69,179,066","$117,378,084"
1662,09/12/2008,Burn After Reading,"$37,000,000","$60,355,347","$168,167,798"
1663,04/23/2004,13 Going On 30,"$37,000,000","$57,139,723","$97,658,712"
1664,03/29/2013,Tyler Perry’s Temptation,"$37,000,000","$51,975,354","$53,143,144"
1665,04/04/2008,Nim's Island,"$37,000,000","$48,006,762","$101,857,425"
1666,02/08/2016,How to be Single,"$37,000,000","$46,843,513","$100,003,780"
1667,02/26/2010,Cop Out,"$37,000,000","$44,875,481","$55,909,910"
1668,01/28/2011,The Rite,"$37,000,000","$33,047,633","$97,143,987"
1669,07/18/2008,Space Chimps,"$37,000,000","$30,105,968","$67,029,956"
1670,12/17/1999,Magnolia,"$37,000,000","$22,450,975","$48,446,802"
1671,05/27/2015,Aloha,"$37,000,000","$21,052,030","$25,387,091"
1672,12/31/2009,Obitaemyy ostrov,"$36,500,000",$0,"$15,000,000"
1673,10/05/2018,A Star is Born,"$36,000,000","$215,288,866","$431,870,523"
1674,02/11/2011,Gnomeo and Juliet,"$36,000,000","$99,967,670","$193,737,977"
1675,02/15/2002,John Q.,"$36,000,000","$71,026,631","$102,226,631"
1676,09/17/1999,Blue Streak,"$36,000,000","$68,208,190","$117,448,157"
1677,10/07/1983,Never Say Never Again,"$36,000,000","$55,500,000","$160,000,000"
1678,03/26/2010,Hot Tub Time Machine,"$36,000,000","$50,269,859","$65,967,750"
1679,05/02/1997,Breakdown,"$36,000,000","$50,159,144","$50,159,144"
1680,09/12/2014,Dolphin Tale 2,"$36,000,000","$42,024,533","$57,824,533"
1681,12/16/2016,Collateral Beauty,"$36,000,000","$31,016,021","$85,309,093"
1682,04/04/2003,A Man Apart,"$36,000,000","$26,500,000","$43,797,731"
1683,02/25/2000,Reindeer Games,"$36,000,000","$23,360,779","$23,360,779"
1684,12/24/1999,Snow Falling on Cedars,"$36,000,000","$14,378,353","$14,378,353"
1685,12/20/1996,Ghosts of Mississippi,"$36,000,000","$13,052,741","$13,052,741"
1686,10/24/1997,Gattaca,"$36,000,000","$12,532,777","$12,532,777"
1687,01/28/2000,Isn't She Great,"$36,000,000","$2,954,405","$2,954,405"
1688,12/24/2015,Yip Man 3,"$36,000,000","$2,679,437","$157,300,954"
1689,05/06/2011,There Be Dragons,"$36,000,000","$1,069,334","$4,020,990"
1690,09/03/2015,Queen of the Desert,"$36,000,000",$0,"$1,578,543"
1691,03/28/2003,Head of State,"$35,200,000","$37,788,228","$38,283,765"
1692,08/31/2017,It,"$35,000,000","$328,828,874","$701,083,042"
1693,06/05/2009,The Hangover,"$35,000,000","$277,322,503","$465,487,583"
1694,11/20/2009,The Blind Side,"$35,000,000","$255,959,475","$305,705,794"
1695,06/23/1989,Batman,"$35,000,000","$251,188,924","$411,348,924"
1696,06/10/1999,Austin Powers: The Spy Who Shagged Me,"$35,000,000","$206,040,085","$312,383,487"
1697,12/22/2010,True Grit,"$35,000,000","$171,243,005","$252,276,928"
1698,05/15/1992,Lethal Weapon 3,"$35,000,000","$144,731,527","$319,700,000"
1699,09/18/1998,Rush Hour,"$35,000,000","$141,186,864","$245,300,000"
1700,02/07/2013,Identity Thief,"$35,000,000","$134,506,920","$175,361,578"
1701,06/30/2006,The Devil Wears Prada,"$35,000,000","$124,740,460","$326,073,155"
1702,07/08/2011,Horrible Bosses,"$35,000,000","$117,538,559","$212,417,601"
1703,03/30/2001,Spy Kids,"$35,000,000","$112,692,062","$197,692,062"
1704,07/17/2015,Trainwreck,"$35,000,000","$110,212,700","$141,123,897"
1705,11/29/2013,Saving Mr. Banks,"$35,000,000","$83,299,761","$114,962,525"
1706,12/07/1979,Star Trek: The Motion Picture,"$35,000,000","$82,258,456","$139,000,000"
1707,03/28/2008,21,"$35,000,000","$81,159,365","$159,846,429"
1708,05/09/2008,What Happens in Vegas...,"$35,000,000","$80,277,646","$218,535,708"
1709,11/15/1991,Cape Fear,"$35,000,000","$79,091,969","$182,291,969"
1710,11/15/1996,The English Patient,"$35,000,000","$78,716,374","$231,710,008"
1711,01/16/2009,Hotel for Dogs,"$35,000,000","$73,178,547","$122,357,172"
1712,03/25/2005,Guess Who,"$35,000,000","$68,915,888","$102,115,888"
1713,12/20/2012,This is 40,"$35,000,000","$67,544,505","$90,221,182"
1714,09/19/1997,L.A. Confidential,"$35,000,000","$64,604,977","$126,204,977"
1715,07/29/2005,Sky High,"$35,000,000","$63,939,454","$83,109,359"
1716,09/19/1997,In & Out,"$35,000,000","$63,826,569","$83,226,569"
1717,04/30/2010,A Nightmare on Elm Street,"$35,000,000","$63,075,011","$117,729,621"
1718,08/18/2000,The Cell,"$35,000,000","$61,280,963","$85,911,226"
1719,07/07/1995,Species,"$35,000,000","$60,054,449","$113,354,449"
1720,04/07/2006,The Benchwarmers,"$35,000,000","$59,843,754","$65,063,726"
1721,10/08/2010,Secretariat,"$35,000,000","$59,699,513","$60,376,247"
1722,03/13/1998,The Man in the Iron Mask,"$35,000,000","$56,968,169","$56,968,169"
1723,07/22/2011,Friends with Benefits,"$35,000,000","$55,802,754","$146,595,891"
1724,05/05/2016,Neighbors 2: Sorority Rising,"$35,000,000","$55,340,730","$108,757,621"
1725,03/23/2007,TMNT,"$35,000,000","$54,149,098","$96,096,018"
1726,10/24/2003,Radio,"$35,000,000","$52,333,738","$53,293,628"
1727,06/25/2018,Sicario: Day of the Soldado,"$35,000,000","$50,065,850","$76,346,094"
1728,11/25/2009,Old Dogs,"$35,000,000","$49,492,060","$95,104,304"
1729,11/18/1992,Malcolm X,"$35,000,000","$48,169,910","$48,169,910"
1730,05/20/2015,Poltergeist,"$35,000,000","$47,425,125","$95,713,069"
1731,10/10/2018,Goosebumps 2: Haunted Halloween,"$35,000,000","$46,697,321","$93,291,478"
1732,01/16/2018,12 Strong,"$35,000,000","$45,819,713","$71,118,378"
1733,01/23/2009,Underworld 3: Rise of the Lycans,"$35,000,000","$45,802,315","$89,102,315"
1734,07/29/2005,Must Love Dogs,"$35,000,000","$43,894,863","$58,405,313"
1735,07/03/2007,License to Wed,"$35,000,000","$43,799,818","$70,187,088"
1736,02/28/1997,Donnie Brasco,"$35,000,000","$41,954,997","$65,303,052"
1737,10/17/2008,Max Payne,"$35,000,000","$40,689,393","$87,775,050"
1738,03/15/2002,Resident Evil,"$35,000,000","$40,119,709","$103,787,401"
1739,03/26/2004,The Ladykillers,"$35,000,000","$39,692,139","$77,392,139"
1740,05/06/2011,Something Borrowed,"$35,000,000","$39,046,489","$65,084,116"
1741,12/01/2006,The Nativity Story,"$35,000,000","$37,629,831","$46,309,644"
1742,10/28/2011,In Time,"$35,000,000","$37,553,932","$165,103,952"
1743,04/23/2010,The Back-up Plan,"$35,000,000","$37,490,007","$75,281,179"
1744,11/09/2011,J. Edgar,"$35,000,000","$37,306,030","$84,606,030"
1745,11/17/2000,Bounce,"$35,000,000","$36,805,288","$53,425,292"
1746,08/17/2018,Mile 22,"$35,000,000","$36,108,758","$66,295,121"
1747,05/08/2015,Hot Pursuit,"$35,000,000","$34,580,201","$45,671,512"
1748,12/24/2015,Concussion,"$35,000,000","$34,531,832","$50,363,790"
1749,09/29/2017,The Foreigner,"$35,000,000","$34,393,507","$145,374,099"
1750,12/03/2004,Closer,"$35,000,000","$33,987,757","$116,148,537"
1751,12/23/1994,Street Fighter,"$35,000,000","$33,423,000","$99,423,000"
1752,11/21/2001,Black Knight,"$35,000,000","$33,422,806","$33,422,806"
1753,07/22/2005,The Bad News Bears,"$35,000,000","$32,868,349","$33,500,620"
1754,12/27/2002,The Pianist,"$35,000,000","$32,519,322","$111,854,182"
1755,05/06/2005,House of Wax,"$35,000,000","$32,064,800","$70,064,800"
1756,10/19/2001,From Hell,"$35,000,000","$31,598,308","$68,712,365"
1757,06/01/2018,Adrift,"$35,000,000","$31,445,011","$57,897,191"
1758,08/15/2008,Mirrors,"$35,000,000","$30,691,439","$77,220,596"
1759,11/25/2016,Underworld: Blood Wars,"$35,000,000","$30,353,973","$81,209,222"
1760,02/22/2002,Queen of the Damned,"$35,000,000","$30,307,804","$30,307,804"
1761,08/20/2010,Nanny McPhee and the Big Bang,"$35,000,000","$29,197,642","$97,799,865"
1762,01/25/2008,Untraceable,"$35,000,000","$28,687,835","$52,649,951"
1763,11/21/1990,Predator 2,"$35,000,000","$28,317,513","$54,768,418"
1764,09/23/2011,Abduction,"$35,000,000","$28,087,155","$86,648,359"
1765,12/05/1980,Flash Gordon,"$35,000,000","$27,107,960","$27,181,521"
1766,03/28/2008,Superhero Movie,"$35,000,000","$26,638,520","$73,026,302"
1767,02/12/1999,Blast from the Past,"$35,000,000","$26,613,620","$26,613,620"
1768,10/17/2012,Alex Cross,"$35,000,000","$25,888,412","$35,426,759"
1769,03/26/2004,Jersey Girl,"$35,000,000","$25,266,129","$37,066,129"
1770,11/21/1997,Midnight in the Garden of Good and Evil,"$35,000,000","$25,078,937","$25,078,937"
1771,09/06/2016,Bridget Jones’s Baby,"$35,000,000","$24,139,805","$207,298,383"
1772,11/09/2001,Heist,"$35,000,000","$23,483,357","$28,906,817"
1773,12/25/1992,Hoffa,"$35,000,000","$23,365,858","$28,391,473"
1774,03/04/2016,Whiskey Tango Foxtrot,"$35,000,000","$23,083,334","$25,350,747"
1775,04/09/2004,Ella Enchanted,"$35,000,000","$22,913,677","$24,200,318"
1776,08/19/2015,Hitman: Agent 47,"$35,000,000","$22,467,450","$82,182,803"
1777,12/25/2017,Phantom Thread,"$35,000,000","$21,198,205","$47,896,721"
1778,07/25/2008,The X-Files: I Want to Believe,"$35,000,000","$20,982,478","$68,170,792"
1779,08/23/2012,Premium Rush,"$35,000,000","$20,275,446","$31,393,201"
1780,01/18/2013,Broken City,"$35,000,000","$19,701,164","$37,114,977"
1781,08/19/2005,Valiant,"$35,000,000","$19,478,106","$64,188,387"
1782,02/23/2000,Wonder Boys,"$35,000,000","$19,389,454","$33,422,485"
1783,02/25/2005,Cursed,"$35,000,000","$19,294,901","$25,114,901"
1784,12/21/2007,Walk Hard: The Dewey Cox Story,"$35,000,000","$18,317,151","$20,606,053"
1785,09/20/2002,The Four Feathers,"$35,000,000","$18,306,166","$29,882,645"
1786,04/30/2010,Furry Vengeance,"$35,000,000","$17,630,465","$39,340,177"
1787,01/24/2013,Parker,"$35,000,000","$17,616,641","$48,543,388"
1788,09/17/2004,Wimbledon,"$35,000,000","$16,862,585","$41,666,476"
1789,09/15/2000,Bait,"$35,000,000","$15,325,127","$15,471,969"
1790,12/08/2000,Dungeons and Dragons,"$35,000,000","$15,185,241","$33,771,965"
1791,11/09/2007,Lions for Lambs,"$35,000,000","$14,998,070","$63,211,088"
1792,01/18/1991,Flight of the Intruder,"$35,000,000","$14,471,440","$14,471,440"
1793,05/27/2011,The Tree of Life,"$35,000,000","$13,305,665","$61,721,826"
1794,08/17/2001,American Outlaws,"$35,000,000","$13,264,986","$13,601,109"
1795,12/07/2012,Playing for Keeps,"$35,000,000","$13,103,272","$27,805,632"
1796,08/11/2006,Zoom,"$35,000,000","$11,989,328","$12,506,188"
1797,12/25/2001,The Shipping News,"$35,000,000","$11,405,825","$24,405,825"
1798,12/18/2009,The Young Victoria,"$35,000,000","$11,001,272","$31,878,891"
1799,03/28/2014,Sabotage,"$35,000,000","$10,508,518","$18,376,443"
1800,09/04/1998,Knock Off,"$35,000,000","$10,319,915","$10,319,915"
1801,09/11/2009,Whiteout,"$35,000,000","$10,275,638","$12,254,746"
1802,03/05/2015,Unfinished Business,"$35,000,000","$10,219,501","$13,214,051"
1803,09/30/2015,The Walk,"$35,000,000","$10,161,183","$61,492,104"
1804,11/22/2006,The Fountain,"$35,000,000","$10,144,010","$15,461,638"
1805,11/28/2013,Mandela: Long Walk to Freedom,"$35,000,000","$8,323,085","$29,890,402"
1806,12/05/2008,Punisher: War Zone,"$35,000,000","$8,050,977","$10,157,534"
1807,09/05/2003,The Order,"$35,000,000","$7,659,747","$11,559,747"
1808,11/10/2006,A Good Year,"$35,000,000","$7,459,300","$42,064,105"
1809,02/24/2016,The Brothers Grimsby,"$35,000,000","$6,864,016","$28,720,470"
1810,10/11/2017,The Snowman,"$35,000,000","$6,670,765","$43,164,679"
1811,11/06/2002,Femme Fatale,"$35,000,000","$6,630,252","$16,830,252"
1812,05/02/1997,Warriors of Virtue,"$35,000,000","$6,448,817","$6,448,817"
1813,09/26/2003,Luther,"$35,000,000","$5,781,086","$32,717,063"
1814,01/28/2011,Biutiful,"$35,000,000","$5,101,237","$24,687,524"
1815,02/21/1992,Radio Flyer,"$35,000,000","$4,651,977","$4,651,977"
1816,04/16/1993,Bound by Honor,"$35,000,000","$4,496,583","$4,496,583"
1817,04/22/2016,A Hologram for the King,"$35,000,000","$4,212,494","$11,846,010"
1818,02/28/1997,Smilla's Sense of Snow,"$35,000,000","$2,221,994","$2,221,994"
1819,10/03/1986,Playing for Keeps,"$35,000,000","$2,000,000","$2,000,000"
1820,12/31/1980,Lion of the Desert,"$35,000,000","$1,500,000","$1,500,000"
1821,04/19/1996,Le hussard sur le toit,"$35,000,000","$1,320,043","$1,320,043"
1822,11/24/1999,Ride With the Devil,"$35,000,000","$630,779","$630,779"
1823,09/14/2012,Stolen,"$35,000,000","$289,773","$17,967,746"
1824,10/14/2011,Trespass,"$35,000,000","$16,816","$786,532"
1825,09/22/2006,Bandidas,"$35,000,000",$0,"$19,282,590"
1826,10/02/2020,The Trial of the Chicago 7,"$35,000,000",$0,"$115,709"
1827,03/13/2015,The Lovers,"$35,000,000",$0,"$53,899"
1828,12/31/2008,Black Water Transit,"$35,000,000",$0,$0
1829,12/25/2011,The Darkest Hour,"$34,800,000","$21,443,494","$62,831,715"
1830,06/28/2017,Baby Driver,"$34,000,000","$107,825,862","$228,104,185"
1831,09/11/2014,The Maze Runner,"$34,000,000","$102,427,862","$348,319,861"
1832,04/09/2015,The Longest Ride,"$34,000,000","$37,446,117","$63,802,928"
1833,09/17/1993,The Age of Innocence,"$34,000,000","$32,014,993","$32,014,993"
1834,08/14/2009,Gake no ue no Ponyo,"$34,000,000","$15,090,399","$205,162,666"
1835,08/03/2018,The Darkest Minds,"$34,000,000","$12,695,691","$38,361,428"
1836,09/01/1999,Chill Factor,"$34,000,000","$11,263,966","$11,263,966"
1837,08/27/1999,The Astronaut's Wife,"$34,000,000","$10,672,566","$10,672,566"
1838,05/05/2000,I Dreamed of Africa,"$34,000,000","$6,543,194","$14,291,999"
1839,05/22/2014,Thunder and the House of Magic,"$34,000,000","$4,091","$62,582,520"
1840,07/31/2020,Greenland,"$34,000,000",$0,"$40,664,081"
1841,12/04/1981,Reds,"$33,500,000","$50,000,000","$50,000,000"
1842,12/11/1992,A Few Good Men,"$33,000,000","$141,340,178","$236,500,000"
1843,06/02/2000,Big Momma's House,"$33,000,000","$117,559,438","$173,559,438"
1844,03/16/2001,Exit Wounds,"$33,000,000","$51,758,599","$79,958,599"
1845,07/07/2016,Mike and Dave Need Wedding Dates,"$33,000,000","$46,009,673","$75,898,100"
1846,07/26/2012,Step Up Revolution,"$33,000,000","$35,074,677","$165,552,290"
1847,08/18/2006,Snakes on a Plane,"$33,000,000","$34,020,814","$62,020,814"
1848,04/16/2004,The Punisher,"$33,000,000","$33,664,370","$54,533,774"
1849,09/08/2000,The Watcher,"$33,000,000","$28,946,615","$47,267,829"
1850,11/22/2019,21 Bridges,"$33,000,000","$28,539,757","$42,663,460"
1851,07/16/2020,Unhinged,"$33,000,000","$20,831,465","$37,321,536"
1852,04/27/2012,Safe,"$33,000,000","$17,142,080","$41,495,213"
1853,03/14/2008,Doomsday,"$33,000,000","$11,008,770","$21,621,188"
1854,04/23/1999,Pushing Tin,"$33,000,000","$8,408,835","$8,408,835"
1855,05/12/2006,Goal! The Dream Begins,"$33,000,000","$4,283,255","$27,610,873"
1856,07/09/2015,The Young and Prodigious T.S. Spivet,"$33,000,000","$176,847","$357,687"
1857,10/30/2015,Freaks of Nature,"$33,000,000","$70,958","$70,958"
1858,05/25/1983,Star Wars Ep. VI: Return of the Jedi,"$32,500,000","$309,205,079","$475,106,177"
1859,05/13/2011,Bridesmaids,"$32,500,000","$169,211,718","$289,632,023"
1860,12/10/2008,The Reader,"$32,500,000","$34,194,407","$112,964,875"
1861,04/25/2013,The Big Wedding,"$32,500,000","$21,819,348","$48,425,971"
1862,02/24/2012,Wanderlust,"$32,500,000","$17,288,155","$24,159,934"
1863,11/07/2003,Elf,"$32,000,000","$175,501,840","$222,339,732"
1864,07/05/1996,Phenomenon,"$32,000,000","$104,636,382","$152,036,382"
1865,06/12/2013,This is the End,"$32,000,000","$101,470,202","$126,539,117"
1866,01/18/2002,Snow Dogs,"$32,000,000","$81,150,692","$116,898,028"
1867,06/16/2006,Nacho Libre,"$32,000,000","$80,197,993","$99,296,462"
1868,11/23/1988,Scrooged,"$32,000,000","$59,450,353","$59,450,796"
1869,08/27/2010,Takers,"$32,000,000","$57,744,720","$70,587,268"
1870,04/01/2011,Source Code,"$32,000,000","$54,712,227","$140,428,499"
1871,09/10/1999,Stigmata,"$32,000,000","$50,041,732","$89,441,732"
1872,11/10/2000,Men of Honor,"$32,000,000","$48,814,909","$82,339,483"
1873,04/20/2018,I Feel Pretty,"$32,000,000","$48,795,601","$91,444,095"
1874,09/02/2005,The Transporter 2,"$32,000,000","$43,095,856","$88,978,458"
1875,02/18/2011,"Big Mommas: Like Father, Like Son","$32,000,000","$37,915,414","$82,332,450"
1876,01/15/1993,Alive,"$32,000,000","$36,299,670","$36,299,670"
1877,02/23/2007,The Number 23,"$32,000,000","$35,193,167","$77,593,167"
1878,12/14/1979,1941,"$32,000,000","$34,175,000","$94,875,000"
1879,10/21/2005,Dreamer: Inspired by a True Story,"$32,000,000","$33,022,286","$39,498,360"
1880,12/13/2019,Bombshell,"$32,000,000","$31,762,808","$61,404,394"
1881,09/23/2005,A History of Violence,"$32,000,000","$31,493,782","$61,477,797"
1882,03/14/2013,The Incredible Burt Wonderstone,"$32,000,000","$22,537,881","$27,392,609"
1883,02/10/1995,The Quick and the Dead,"$32,000,000","$18,552,460","$18,552,460"
1884,04/30/2004,Laws of Attraction,"$32,000,000","$17,848,322","$29,939,591"
1885,09/27/2018,Bad Times at the El Royale,"$32,000,000","$17,839,115","$31,178,942"
1886,09/03/2010,Going the Distance,"$32,000,000","$17,804,299","$43,603,990"
1887,10/22/1999,Bringing Out The Dead,"$32,000,000","$16,640,210","$16,640,210"
1888,03/19/2010,Repo Men,"$32,000,000","$13,942,007","$18,195,238"
1889,09/14/2007,Dragon Wars: D-War,"$32,000,000","$10,977,721","$79,915,361"
1890,09/06/1996,Bogus,"$32,000,000","$4,357,406","$4,357,406"
1891,03/26/1997,Cats Don't Dance,"$32,000,000","$3,588,602","$3,588,602"
1892,12/08/1999,Cradle Will Rock,"$32,000,000","$2,899,970","$2,899,970"
1893,12/15/2006,The Good German,"$32,000,000","$1,308,696","$6,678,033"
1894,12/31/2004,George and the Dragon,"$32,000,000",$0,$0
1895,08/15/1979,Apocalypse Now,"$31,500,000","$83,471,511","$85,915,469"
1896,08/21/2015,Criminal,"$31,500,000","$14,708,696","$38,771,262"
1897,03/02/2018,La ch'tite famille,"$31,400,000",$0,"$55,613,061"
1898,04/12/2013,42,"$31,000,000","$95,020,213","$97,470,701"
1899,11/02/2012,Flight,"$31,000,000","$93,772,375","$160,558,438"
1900,12/29/1995,Mr. Holland’s Opus,"$31,000,000","$82,582,604","$106,282,604"
1901,06/29/1979,Moonraker,"$31,000,000","$70,300,000","$210,300,000"
1902,03/05/2014,The Grand Budapest Hotel,"$31,000,000","$59,076,019","$163,503,514"
1903,07/29/2015,Vacation,"$31,000,000","$58,884,188","$102,306,500"
1904,07/18/1990,Arachnophobia,"$31,000,000","$53,208,180","$53,208,180"
1905,02/13/2019,Isn’t it Romantic,"$31,000,000","$48,791,187","$48,791,187"
1906,04/28/2000,Frequency,"$31,000,000","$44,983,704","$68,079,671"
1907,09/28/2001,Hearts in Atlantis,"$31,000,000","$24,185,781","$30,885,781"
1908,01/22/2010,Extraordinary Measures,"$31,000,000","$12,482,741","$15,826,984"
1909,08/25/2017,Birth of the Dragon,"$31,000,000","$6,901,965","$7,220,490"
1910,10/20/1995,Get Shorty,"$30,250,000","$72,021,008","$115,021,008"
1911,06/08/1984,Ghostbusters,"$30,000,000","$242,212,467","$295,211,811"
1912,11/22/1995,Toy Story,"$30,000,000","$192,523,233","$365,270,951"
1913,08/15/2018,Crazy Rich Asians,"$30,000,000","$174,532,921","$238,099,711"
1914,12/27/2002,Chicago,"$30,000,000","$170,687,518","$306,770,545"
1915,06/25/1999,Big Daddy,"$30,000,000","$163,479,795","$228,641,283"
1916,08/10/2001,American Pie 2,"$30,000,000","$145,096,820","$286,500,000"
1917,02/09/2012,The Vow,"$30,000,000","$125,014,030","$197,618,160"
1918,06/10/1994,Speed,"$30,000,000","$121,248,145","$283,200,000"
1919,03/02/1990,The Hunt for Red October,"$30,000,000","$120,709,866","$200,500,000"
1920,08/16/2013,Lee Daniels' The Butler,"$30,000,000","$116,632,095","$177,025,498"
1921,09/29/2000,Remember the Titans,"$30,000,000","$115,719,751","$136,771,683"
1922,08/14/2009,District 9,"$30,000,000","$115,646,235","$212,453,431"
1923,06/18/2004,Dodgeball: A True Underdog Story,"$30,000,000","$114,326,736","$167,791,704"
1924,11/22/1991,The Addams Family,"$30,000,000","$113,502,246","$191,502,246"
1925,11/10/1995,Ace Ventura: When Nature Calls,"$30,000,000","$108,360,063","$212,400,000"
1926,08/03/2001,The Princess Diaries,"$30,000,000","$108,244,774","$165,334,774"
1927,03/05/1999,Analyze This,"$30,000,000","$106,885,658","$176,885,658"
1928,09/20/1996,The First Wives Club,"$30,000,000","$105,489,203","$181,489,203"
1929,12/15/2004,Million Dollar Baby,"$30,000,000","$100,492,203","$231,928,227"
1930,09/22/1995,Se7en,"$30,000,000","$100,125,643","$328,125,643"
1931,10/08/2003,Mystic River,"$30,000,000","$90,135,191","$156,822,020"
1932,12/18/2015,Sisters,"$30,000,000","$87,044,645","$106,030,660"
1933,11/10/1999,Pokemon: The First Movie,"$30,000,000","$85,744,662","$163,644,662"
1934,11/19/2004,SpongeBob SquarePants: The Movie,"$30,000,000","$85,416,609","$142,051,255"
1935,06/25/2004,The Notebook,"$30,000,000","$81,001,787","$115,937,163"
1936,04/10/2009,Hannah Montana: The Movie,"$30,000,000","$79,576,189","$169,173,206"
1937,01/18/2008,27 Dresses,"$30,000,000","$76,808,654","$160,247,805"
1938,11/17/2000,Rugrats in Paris,"$30,000,000","$76,501,438","$103,284,813"
1939,08/18/2017,The Hitman’s Bodyguard,"$30,000,000","$75,468,583","$183,415,183"
1940,12/25/1991,The Prince of Tides,"$30,000,000","$74,787,599","$74,787,599"
1941,08/12/2005,Four Brothers,"$30,000,000","$74,494,381","$92,494,381"
1942,12/23/1994,Legends of the Fall,"$30,000,000","$66,502,573","$160,502,573"
1943,09/27/2012,Looper,"$30,000,000","$66,486,205","$170,466,405"
1944,01/31/2013,Warm Bodies,"$30,000,000","$66,380,662","$114,834,312"
1945,12/13/2002,About Schmidt,"$30,000,000","$65,005,217","$107,054,484"
1946,01/17/2014,The Nut Job,"$30,000,000","$64,251,538","$122,529,966"
1947,02/16/2001,Down to Earth,"$30,000,000","$64,172,251","$71,172,251"
1948,08/04/1995,Babe,"$30,000,000","$63,658,910","$246,100,000"
1949,08/08/2012,Hope Springs,"$30,000,000","$63,536,011","$133,085,295"
1950,04/18/2008,Forgetting Sarah Marshall,"$30,000,000","$63,172,463","$105,173,042"
1951,10/08/2004,Friday Night Lights,"$30,000,000","$61,255,921","$61,950,770"
1952,11/17/1989,Harlem Nights,"$30,000,000","$60,857,262","$95,857,262"
1953,04/25/2008,Baby Mama,"$30,000,000","$60,494,212","$64,170,447"
1954,05/29/1998,Hope Floats,"$30,000,000","$60,110,313","$81,529,000"
1955,01/09/2009,Bride Wars,"$30,000,000","$58,715,510","$115,150,424"
1956,08/20/2004,Without a Paddle,"$30,000,000","$58,156,435","$65,121,280"
1957,05/20/2011,Midnight in Paris,"$30,000,000","$56,816,662","$162,279,328"
1958,11/22/2017,Darkest Hour,"$30,000,000","$56,443,120","$150,832,086"
1959,10/05/2005,Wallace & Gromit: The Curse of the Were-Rabbit,"$30,000,000","$56,068,547","$197,593,152"
1960,12/21/2007,"P.S., I Love You","$30,000,000","$53,695,808","$155,769,678"
1961,09/23/2005,Corpse Bride,"$30,000,000","$53,359,111","$114,770,654"
1962,05/10/2018,Life of the Party,"$30,000,000","$53,059,911","$65,859,911"
1963,05/14/2010,Letters to Juliet,"$30,000,000","$53,032,453","$82,148,538"
1964,04/06/2001,Blow,"$30,000,000","$52,990,775","$83,282,296"
1965,02/12/1999,Message in a Bottle,"$30,000,000","$52,880,016","$52,880,016"
1966,07/22/2015,Southpaw,"$30,000,000","$52,421,953","$94,156,456"
